City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kailua-kona,19.6406,-155.9956,76.28,89,25,2.46,US,1731558333
363,abbeville,50.1,1.8333,42.49,94,99,3.6,FR,1731558334
364,petrosino,37.7077,12.4999,55.27,76,43,1.97,IT,1731558335
365,priozersk,61.0393,30.1291,42.1,89,100,11.74,RU,1731558336
366,matamba,-8.9833,33.9667,59.4,67,0,3.94,TZ,1731558337
367,portland,45.5234,-122.6762,50.94,93,100,13.0,US,1731558024
368,ji'an,27.1172,114.9793,77.2,73,75,2.62,CN,1731558339
369,horta,38.5333,-28.6333,66.02,83,63,8.01,PT,1731557841
370,sumbe,-11.2061,13.8437,75.34,93,97,2.19,AO,1731558342
371,greenville,35.6127,-77.3663,47.14,84,0,5.75,US,1731558343
372,eraan,9.0629,117.7016,87.46,65,100,6.38,PH,1731558344
373,kittila,67.6647,24.8936,33.94,75,0,6.91,FI,1731558345
374,berdigestyakh,62.0989,126.6992,6.94,93,100,9.26,RU,1731558346
375,ust-nera,64.5667,143.2,-19.17,96,82,2.55,RU,1731558347
376,lompoc,34.6391,-120.4579,50.68,84,0,4.61,US,1731558348
377,kilindoni,-7.9139,39.6668,80.92,78,6,7.14,TZ,1731558349
378,deqen,29.9618,90.7188,41.85,17,0,3.51,CN,1731558350
379,san patricio,28.017,-97.5169,69.75,19,8,16.37,US,1731558351
380,nambucca heads,-30.65,153.0,72.18,78,23,17.92,AU,1731558352
381,corn island,12.1694,-83.0418,82.29,74,100,8.72,NI,1731558353
382,al bardiyah,31.7561,25.0865,65.75,56,77,3.94,LY,1731558354
383,san ignacio,17.1561,-89.0714,64.54,88,100,0.0,BZ,1731558355
384,idri,27.5,13.2667,60.39,28,0,7.85,LY,1731558356
385,marovoay,-16.1,46.6333,82.08,69,3,5.68,MG,1731558358
386,cherykaw,53.5692,31.3793,32.41,82,100,3.67,BY,1731558360
387,kauran,6.7856,124.4733,88.92,63,84,5.1,PH,1731558361
388,frederico westphalen,-27.3592,-53.3944,52.63,65,1,2.75,BR,1731558362
389,yeed,4.55,43.0333,78.17,70,14,6.55,SO,1731558363
390,ermoupolis,37.4423,24.9425,63.3,72,99,8.05,GR,1731558364
391,rakops,-21.0167,24.3333,73.4,65,61,13.87,BW,1731558365
392,barnhart,38.3442,-90.3934,54.84,93,94,7.74,US,1731558366
393,kavieng,-2.5744,150.7967,83.84,72,73,7.31,PG,1731558367
394,fort bragg,35.139,-79.006,48.81,80,0,3.44,US,1731558083
395,papao,-17.75,-149.55,80.28,81,48,16.49,PF,1731558370
396,klaksvik,62.2266,-6.589,47.1,80,53,10.27,FO,1731558371
397,promyshlennaya,54.9159,85.6385,19.24,78,100,15.12,RU,1731558372
398,agapovka,53.2973,59.1348,26.94,88,94,9.84,RU,1731558373
399,xilin hot,43.9667,116.0333,46.06,51,16,7.94,CN,1731558374
400,mosjoen,65.836,13.1908,39.72,70,40,10.36,NO,1731558375
401,imbituba,-28.24,-48.6703,57.79,68,0,5.21,BR,1731558376
402,scone,56.4194,-3.4051,43.9,79,14,2.17,GB,1731558377
403,sungai penuh,-2.0833,101.3833,74.3,87,100,2.21,ID,1731558369
404,vilhena,-12.7406,-60.1458,66.52,98,81,0.29,BR,1731558337
405,iquique,-20.2208,-70.1431,63.97,75,60,0.56,CL,1731558346
406,port-vila,-17.7338,168.3219,76.6,94,100,8.05,VU,1731558382
407,mirpur sakro,24.5474,67.6277,81.39,52,0,6.98,PK,1731558383
408,perevoz,55.5961,44.5446,29.1,91,100,9.62,RU,1731558384
409,sunrise manor,36.2111,-115.0731,55.49,29,0,9.22,US,1731558385
410,puerto baquerizo moreno,-0.9,-89.6,70.3,74,62,7.47,EC,1731558386
411,novyy urengoy,66.0833,76.6333,-20.27,100,98,3.96,RU,1731558255
412,hakui,36.8833,136.7833,65.25,63,13,5.48,JP,1731558388
413,pampas,-12.4,-74.9,46.09,75,100,3.56,PE,1731558389
414,murray bridge,-35.1167,139.2667,66.61,46,39,13.89,AU,1731558390
415,haiku-pauwela,20.9219,-156.3051,76.05,82,40,24.0,US,1731558391
416,argo,37.6333,22.7333,60.87,90,100,1.52,GR,1731558392
417,mizan teferi,6.9833,35.5833,61.79,84,58,3.24,ET,1731558393
418,apolinario saravia,-24.4328,-63.9954,66.02,45,0,5.55,AR,1731558394
419,greenwood,34.1668,-82.1165,50.81,69,100,4.61,US,1731558245
420,altai,46.3722,96.2583,28.11,59,100,14.25,MN,1731558397
421,aykol,38.1751,77.2132,53.8,39,99,6.62,CN,1731558398
422,nelson bay,-32.7167,152.15,73.0,74,46,7.0,AU,1731558399
423,saint-philippe,-21.3585,55.7679,76.53,73,0,9.08,RE,1731558400
424,kurumkan,54.3,110.3,13.21,66,28,2.42,RU,1731558402
425,sayat,38.7839,63.8803,35.22,33,0,8.95,TM,1731558403
426,vadso,70.0744,29.7487,39.36,65,20,26.46,NO,1731558113
427,tabou,4.423,-7.3528,77.59,85,10,3.42,CI,1731558405
428,konstantinovka,49.6167,127.9833,37.83,60,6,9.66,RU,1731558406
429,sant lluis,39.8526,4.2594,61.2,94,20,9.22,ES,1731558407
430,al muwayh,22.4333,41.7583,67.17,28,0,8.39,SA,1731558408
431,westport,41.1415,-73.3579,39.9,46,0,5.75,US,1731558409
432,homer,59.6425,-151.5483,26.49,56,0,4.61,US,1731558410
433,curuzu cuatia,-29.7917,-58.0546,62.01,53,50,8.68,AR,1731558283
434,babolsar,36.7025,52.6576,54.23,77,53,4.68,IR,1731558412
435,ghat,24.9647,10.1728,62.55,19,0,3.49,LY,1731558413
436,port lincoln,-34.7333,135.8667,61.68,56,70,10.65,AU,1731558414
437,kalabo,-14.97,22.6814,68.61,83,89,2.53,ZM,1731558416
438,huai'an,33.5886,119.0192,69.64,71,84,0.92,CN,1731558142
439,kapa'a,22.0752,-159.319,79.12,76,75,18.41,US,1731558418
440,souillac,-20.5167,57.5167,79.18,73,75,6.91,MU,1731558419
441,vytegra,61.0064,36.4481,37.9,97,100,13.18,RU,1731558420
442,menongue,-14.6585,17.691,65.82,83,94,4.03,AO,1731558421
443,ocean city,39.2776,-74.5746,33.98,61,15,9.17,US,1731558233
444,fellsmere,27.7678,-80.6014,76.98,68,80,1.99,US,1731558423
445,carlsbad,33.1581,-117.3506,61.11,66,0,3.44,US,1731557944
446,mattighofen,48.1031,13.1503,35.58,100,100,4.9,AT,1731558426
447,spring creek,40.7266,-115.5859,44.29,30,5,8.7,US,1731558427
448,chinde,26.8212,87.7095,75.34,59,0,3.83,NP,1731558428
449,pisco,-13.7,-76.2167,66.25,82,0,8.05,PE,1731558429
450,lengshuijiang,27.6881,111.4294,82.74,43,0,0.18,CN,1731558430
451,al jawf,29.5,38.75,60.76,57,98,3.18,SA,1731558431
452,majitha,31.7583,74.9544,64.29,94,100,4.61,IN,1731558432
453,nosy varika,-20.5833,48.5333,76.64,72,12,7.74,MG,1731558433
454,ferkessedougou,9.6,-5.2,75.33,54,68,3.87,CI,1731558434
455,rumoi,43.9344,141.6428,47.75,58,55,6.89,JP,1731558436
456,port augusta,-32.5,137.7667,75.04,35,4,14.29,AU,1731558437
457,dryden,49.7833,-92.7503,34.09,100,100,2.3,CA,1731558346
458,albertina,-22.2008,-46.6158,65.97,91,98,3.11,BR,1731558439
459,juneau,58.3019,-134.4197,33.42,97,75,0.0,US,1731558440
460,salisbury,51.0693,-1.7957,49.68,93,100,8.05,GB,1731558304
461,taoudenni,22.6783,-3.9836,72.88,19,0,5.7,ML,1731558442
462,orland,39.7474,-122.1964,53.85,90,24,9.91,US,1731558443
463,tangalle,6.024,80.7911,84.29,72,95,5.48,LK,1731558444
464,kirensk,57.7853,108.1119,13.14,84,93,4.09,RU,1731558445
465,santa isabel,-23.3156,-46.2214,60.1,95,100,3.22,BR,1731558446
466,freetown,8.484,-13.2299,78.31,83,69,4.41,SL,1731558447
467,bac giang,21.2667,106.2,85.23,57,16,3.74,VN,1731558448
468,vila velha,-20.3297,-40.2925,71.55,94,75,3.44,BR,1731558449
469,irbit,57.6705,63.071,27.52,91,100,9.46,RU,1731558450
470,arua,3.0201,30.9111,63.81,81,43,0.67,UG,1731558451
471,embarcacion,-23.209,-64.096,63.21,82,38,1.61,AR,1731558443
472,sao francisco,-15.9486,-44.8644,70.81,99,100,1.48,BR,1731558453
473,narasannapeta,18.4167,84.05,82.17,60,89,8.81,IN,1731558454
474,kempsey,-31.0833,152.8333,75.94,76,30,7.0,AU,1731558455
475,augustow,53.8432,22.9798,25.57,87,47,5.5,PL,1731558456
476,champerico,14.3,-91.9167,80.94,79,100,3.6,GT,1731558457
477,heunghae,36.1125,129.3522,63.84,60,100,4.68,KR,1731558459
478,naracoorte,-36.9579,140.7383,73.2,26,7,12.46,AU,1731558460
479,patigi,8.7333,5.75,77.58,49,27,0.67,NG,1731558462
480,san luis acatlan,16.8167,-98.7333,73.54,96,100,2.44,MX,1731558463
481,laguna,38.421,-121.4238,55.54,83,20,4.61,US,1731558464
482,aspendale,-38.0291,145.1027,67.64,53,2,4.0,AU,1731558465
483,payakumbuh,-0.2202,100.6308,72.16,98,100,1.36,ID,1731558466
484,malango,-2.9627,119.9001,79.9,74,74,3.38,ID,1731558467
485,chaoyang,41.5703,120.4586,58.55,65,82,2.39,CN,1731558468
486,queenstown,-31.8976,26.8753,51.46,80,98,5.41,ZA,1731558469
487,senanga,-16.1167,23.2667,68.38,86,100,3.94,ZM,1731558470
488,swift current,50.2834,-107.8014,40.01,52,40,14.97,CA,1731558471
489,san luis de la loma,17.2706,-100.8939,77.95,85,58,4.16,MX,1731558472
490,tezu,27.9167,96.1667,79.11,32,0,3.47,IN,1731558474
491,popondetta,-8.7537,148.2534,82.22,81,83,4.92,PG,1731558475
492,grand rapids,42.9634,-85.6681,46.11,87,100,8.05,US,1731558296
493,masina,-4.3836,15.3914,77.34,88,40,9.22,CD,1731558477
494,mahanoro,-19.9,48.8,77.43,69,23,7.47,MG,1731558478
495,chapada dos guimaraes,-15.4606,-55.7497,63.72,94,98,1.45,BR,1731558479
496,seven pagodas,12.6264,80.1722,82.76,74,94,8.37,IN,1731558480
497,bam,29.106,58.357,59.38,51,0,7.63,IR,1731558481
498,mugia,43.1041,-9.2179,55.9,70,94,18.19,ES,1731558482
499,agogo,6.8,-1.0819,69.6,96,5,3.56,GH,1731558483
500,oakland,42.6667,-83.3999,49.41,56,100,11.01,US,1731558484
501,quellon,-43.1167,-73.6167,53.53,97,100,6.6,CL,1731558485
502,vernon,50.2581,-119.2691,45.45,83,100,5.75,CA,1731558486
503,anna regina,7.2644,-58.5077,79.25,87,39,8.79,GY,1731558488
504,kratie,12.4881,106.0188,87.03,63,95,1.48,KH,1731558489
505,tomohon,1.3346,124.8392,79.74,78,64,2.51,ID,1731558490
506,formosa do rio preto,-11.0483,-45.1931,69.76,96,88,1.86,BR,1731558491
507,tazovsky,67.4667,78.7,-24.93,100,84,1.19,RU,1731558492
508,"laikit, laikit ii (dimembe)",1.4792,124.9735,85.05,70,40,5.75,ID,1731558493
509,howrah,22.5892,88.3103,80.6,69,20,10.36,IN,1731558479
510,trairi,-3.2778,-39.2689,78.24,77,14,10.18,BR,1731558383
511,constitucion,-35.3333,-72.4167,56.12,86,68,3.27,CL,1731558497
512,hammerfest,70.6634,23.6821,37.85,75,75,35.68,NO,1731558498
513,mandalgovi,45.7625,106.2708,37.02,49,49,7.27,MN,1731558499
514,kyren,51.6828,102.1408,19.78,61,86,1.5,RU,1731558500
515,boguchany,58.3814,97.4531,12.02,80,96,4.79,RU,1731558501
516,ambon,-3.6954,128.1814,89.74,70,40,8.05,ID,1731558502
517,pleiku,13.9833,108.0,82.69,59,49,2.89,VN,1731558503
518,taiynsha,53.8478,69.7639,23.63,91,100,15.01,KZ,1731558504
519,messaad,34.1543,3.5031,54.54,63,87,3.09,DZ,1731558505
520,xinqing,48.2333,129.5,44.4,41,8,5.32,CN,1731558506
521,monrovia,6.3005,-10.7969,77.61,85,89,2.37,LR,1731558507
522,karkira,36.9292,6.5856,61.61,61,0,7.99,DZ,1731558508
523,gabes,33.8815,10.0982,51.76,93,0,4.61,TN,1731558509
524,palangkaraya,-2.2,113.8333,85.95,75,97,0.65,ID,1731558510
525,beipiao,41.7919,120.7792,57.88,66,74,2.48,CN,1731558511
526,poli,-3.3333,36.8,62.31,85,100,3.22,TZ,1731558334
527,copiapo,-27.3667,-70.3333,59.43,68,55,0.87,CL,1731558370
528,acarau,-2.8856,-40.12,78.64,78,8,13.8,BR,1731558514
529,markovo,57.3206,107.0881,14.94,78,99,5.3,RU,1731558516
530,oum hadjer,13.2954,19.6966,72.46,21,2,8.37,TD,1731558517
531,lupane,-18.9315,27.807,66.51,85,98,6.67,ZW,1731558518
532,tual,-5.6667,132.75,83.98,67,100,3.33,ID,1731558520
533,afonso bezerra,-5.4983,-36.5056,75.31,74,12,11.65,BR,1731558521
534,isangel,-19.55,169.2667,84.29,68,28,10.96,VU,1731558522
535,kokopo,-4.352,152.2633,83.05,65,92,4.03,PG,1731558523
536,tamandare,-8.7597,-35.1047,77.22,73,77,10.22,BR,1731558524
537,mableton,33.8157,-84.5619,53.51,78,100,17.27,US,1731558236
538,avanigadda,16.0215,80.9181,85.95,76,100,10.42,IN,1731558526
539,nabire,-3.3667,135.4833,84.31,74,56,7.23,ID,1731558527
540,crixas,-14.5489,-49.9692,69.73,98,99,4.27,BR,1731558528
541,berezovyy,51.6667,135.7,33.85,39,2,2.57,RU,1731558529
542,sompeta,18.9333,84.6,81.81,61,57,9.57,IN,1731558531
543,kerema,-7.9631,145.7785,84.29,75,72,9.17,PG,1731558532
544,kruisfontein,-34.0033,24.7314,56.28,86,73,4.36,ZA,1731558533
545,mili,6.0815,171.735,83.62,73,81,11.43,MH,1731558534
546,zhaqsy,51.9083,67.3133,22.35,95,100,16.75,KZ,1731558536
547,kavaratti,10.5669,72.642,83.05,73,100,6.76,IN,1731558537
548,axim,4.8699,-2.2405,77.9,84,4,3.53,GH,1731558538
549,punta del este,-34.9667,-54.95,57.87,78,46,4.61,UY,1731558539
550,alesund,62.4723,6.1549,49.75,62,75,13.8,NO,1731558286
551,sorong,-0.8833,131.25,84.04,77,56,9.01,ID,1731558541
552,midoun,33.8081,10.9923,58.86,60,1,7.23,TN,1731558542
553,el granada,37.5027,-122.4694,57.58,88,100,8.05,US,1731558543
554,ilula,-7.6766,36.0366,64.89,84,19,3.67,TZ,1731558544
555,barczewo,53.8306,20.6911,33.3,92,99,6.4,PL,1731558545
556,xai-xai,-25.0519,33.6442,73.02,73,78,14.5,MZ,1731558546
557,ciudad melchor muzquiz,27.8833,-101.5167,66.45,19,0,4.16,MX,1731558547
558,airuk,7.2772,168.8203,78.84,82,100,5.23,MH,1731558548
559,island harbour,50.724,-1.2758,48.97,72,100,1.99,GB,1731558550
560,goderich,43.7501,-81.7165,43.12,56,100,20.71,CA,1731558551
561,tanjung pandan,-2.75,107.65,91.24,56,100,3.47,ID,1731558552
562,bazar-korgon,41.0376,72.7459,40.53,75,100,1.52,KG,1731558553
563,san pedro pochutla,15.7333,-96.4667,77.72,87,27,3.13,MX,1731558554
564,kyzyl-mazhalyk,51.1333,90.6,13.66,46,100,1.5,RU,1731558555
565,palmas,-10.2128,-48.3603,80.47,78,75,6.91,BR,1731558464
566,daru,-9.0763,143.2092,85.35,71,100,11.7,PG,1731558557
567,pakosc,52.8018,18.0853,39.16,99,100,7.72,PL,1731558558
568,puerto rosario,-24.45,-57.0833,60.58,48,0,4.52,PY,1731558559
569,challapata,-18.9,-66.7667,51.44,70,100,5.86,BO,1731558560
570,ciudad cuauhtemoc,22.1833,-97.8333,80.71,83,40,11.5,MX,1731558561
571,jacobabad,28.281,68.4388,80.62,28,0,2.46,PK,1731558562
572,callao,-12.0667,-77.15,67.71,77,0,9.22,PE,1731558388
